permit_type,accela,name,address_no,address_st,bo,zip,inspection_date,inspection_year,inspection_type,all_violations,phh_violations,critical_violations,general_violations,docket,lat,long,BIN,NTA,NTAcode
Outdoor,40426342,NYCP&R / FISHER,0,99 STREET & 33 AVENUE,QU,11368,7/27/2021,2021,Routine Inspection,1,0,0,1,,40.75850529,-73.86972447,,,
Outdoor,41109093,NAUTILUS APARTMENTS LLC,1230,AVENUE Y,BK,11235,7/27/2021,2021,Re-Inspection,1,0,0,1,,40.58975127,-73.95768713,3203882,Homecrest,BK25
Outdoor,40426208,GERRITSEN APARTMENT CORPORATION,2265,GERRITSEN AVENUE,BK,11229,7/27/2021,2021,Routine Inspection,1,1,0,0,00902-21S0,40.60059556,-73.93375473,3248245,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17
Outdoor,40426317,NYCP&R / HIGHBRIDGE,0,WEST 173 STREET & AMSTERDAM,MA,10032,7/28/2021,2021,Routine Inspection,1,0,1,0,,40.84346921,-73.93427094,,,
Outdoor,40426238,69-70 ASSOCIATES LLC,69-01,NORTHERN BOULEVARD,QU,11377,7/28/2021,2021,Routine Inspection,1,0,0,1,,40.75429817,-73.89735557,4026292,Jackson Heights,QN28
Outdoor,40425458,THE SEAGATE ASSOCIATION,3700,SURF AVENUE,BK,11224,7/28/2021,2021,Routine Inspection,1,0,0,1,,40.57352363,-74.00293728,3189354,Seagate-Coney Island,BK21
Outdoor,41282329,NYCP&R / FORT TOTTEN PARK POOL,338,STORY AVENUE,QU,11359,7/28/2021,2021,Routine Inspection,1,0,1,0,,40.79206016,-73.77425428,4539840,Ft. Totten-Bay Terrace-Clearview,QN47
Outdoor,40426332,NYCP&R / VAN CORTLANDT,0,242 STREET & BROADWAY,BX,10471,7/29/2021,2021,Routine Inspection,1,0,1,0,,40.89405144,-73.89649149,,,
Outdoor,40426354,NYCP&R / HOWARD HOUSES,0,EAST NEW YORK AVENUE & MOTHER GASTON BLVD,BK,11212,7/29/2021,2021,Routine Inspection,1,0,0,1,,40.67265456,-73.90992248,,,
Outdoor,40426356,NYCP&R / RED HOOK POOL,0,BAY AND HENRY STREET,BK,11231,7/29/2021,2021,Routine Inspection,1,0,1,0,,40.6719296,-74.00351481,,,
Outdoor,41731894,POLYTECHNIC PREPARATORY COUNTRY DAY SCHOOL,9216,7 AVENUE,BK,11228,7/30/2021,2021,Routine Inspection,1,0,1,0,01058-21S0,40.61231054,-74.02373162,3336349,Dyker Heights,BK30
Outdoor,40426387,D.A. BEACH CLUB,665,SHORE DRIVE,BX,10465,7/31/2021,2021,Routine Inspection,1,0,0,1,,40.82858202,-73.81418515,2078407,Schuylerville-Throgs Neck-Edgewater Park,BX52
Outdoor,41494490,VALERIE ARMS APARTMENT CORP,54-40,LITTLE NECK PARKWAY,QU,11362,8/1/2021,2021,Routine Inspection,1,0,0,1,,40.76607539,-73.72513028,4171524,Douglas Manor-Douglaston-Little Neck,QN45
Outdoor,40426346,NYCP&R / WINDMULLER PARK CPB#2L,0,WOODSIDE AVENUE & 52 STREET,QU,11377,8/2/2021,2021,Routine Inspection,1,0,0,1,,40.74759668,-73.91204754,,,
Outdoor,40426343,NYCP&R / LIBERTY,0,172 STREET & LIBERTY AVENUE,QU,11433,8/2/2021,2021,Routine Inspection,1,0,0,1,,40.70157916,-73.78442578,,,
Outdoor,40426389,FOREST VIEW S. GANNON HOMEOWNERS ASSN,22B,DREYER AVENUE,SI,10314,8/2/2021,2021,Routine Inspection,1,0,0,1,,40.60723975,-74.14900198,,New Springville-Bloomfield-Travis,SI05
Outdoor,40426392,RUSTIC WOODS CONDOMINIUM,367,SIGNS ROAD,SI,10314,8/2/2021,2021,Routine Inspection,1,0,0,1,,40.60328915,-74.17302768,5036091,New Springville-Bloomfield-Travis,SI05
Outdoor,41676129,NYCP&R / MCCARREN PARK POOL,766,LORIMER STREET,BK,11222,8/2/2021,2021,Routine Inspection,1,0,0,1,,40.71996614,-73.95033855,,North Side-South Side,BK73
Outdoor,40426331,NYCP&R / MULLALY,0,JEROME & RIVER AVENUE,BX,10452,8/3/2021,2021,Routine Inspection,1,0,0,1,,40.83305955,-73.9228439,,,
Outdoor,40426330,NYCP&R / MAPES CPB #6,0,180 STREET & PROSPECT AVENUE,BX,10460,8/3/2021,2021,Routine Inspection,1,0,0,1,,40.84560132,-73.88754566,,,
Outdoor,40426353,NYCP&R / DOUGLAS & DEGRAW STREET PLG.,0,NEVINS STREET & 3 AVENUE,BK,11215,8/3/2021,2021,Routine Inspection,1,0,0,1,,40.68087949,-73.98581627,,,
Outdoor,40426266,JEFFREY GARDENS APARTMENT CORP,46-40,216 STREET,QU,11361,8/3/2021,2021,Routine Inspection,1,0,0,1,,40.75829742,-73.76498408,4444170,Bayside-Bayside Hills,QN46
Outdoor,40426368,NYCP&R / SUNSET POOL,0,7 AVENUE & 43 ROAD,BK,11232,8/5/2021,2021,Routine Inspection,1,0,0,1,,40.64677375,-74.00138737,,,
Outdoor,40491395,MASORES BAIS YAAKOV DAY CAMP,1395,OCEAN AVENUE,BK,11230,8/5/2021,2021,Routine Inspection,1,0,0,1,,40.62833168,-73.95688082,3206224,Flatbush,BK42
Outdoor,41591390,M & R MANAGEMENT CO INC,2365,EAST 13 STREET,BK,11229,8/6/2021,2021,Routine Inspection,1,0,0,1,,40.59286092,-73.95715586,3201796,Homecrest,BK25
Outdoor,41587921,DONALD LENTNEK,2770,OCEAN AVENUE,BK,11229,8/6/2021,2021,Routine Inspection,1,0,0,1,,40.59382434,-73.95036792,3202124,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17
Outdoor,41419373,HAYDEN ON THE HUDSON CONDOMINIUM,4455,DOUGLAS AVENUE,BX,10471,8/9/2021,2021,Routine Inspection,1,0,0,1,,40.88885027,-73.91686913,2096857,North Riverdale-Fieldston-Riverdale,BX22
Outdoor,40426104,1625 EMMONS AVENUE OWNES INC,1625,EMMONS AVENUE,BK,11235,8/9/2021,2021,Re-Inspection,1,0,0,1,,40.58330152,-73.95201023,3247023,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17
Outdoor,40426257,PREMEIR HOUSE INC,1401,OCEAN AVENUE,BK,11230,8/9/2021,2021,Routine Inspection,1,0,1,0,,40.62768386,-73.95675515,3206621,Midwood,BK43
Outdoor,41663133,2 COOPER SQUARE LLC,2,COOPER SQUARE,MA,10003,8/10/2021,2021,Routine Inspection,1,0,0,1,,40.7271514,-73.99153939,1088207,West Village,MN23
Outdoor,40426320,NYCP&R / TOMPKINS SQUARE PB#3,0,AVENUE A BTW 7&10 STREET,MA,10009,8/11/2021,2021,Routine Inspection,1,0,0,1,,40.72768551,-73.98188442,,,
Outdoor,41732342,SILVER LAKE ASSOCIATES,937,VICTORY BOULEVARD,SI,10301,8/11/2021,2021,Routine Inspection,1,0,0,1,,40.62147755,-74.09744673,5006534,New Brighton-Silver Lake,SI35
Outdoor,40749784,TOWN & COUNTRY VILLAS HOA,41,COUNTRY DRIVE EAST,SI,10314,8/11/2021,2021,Routine Inspection,1,0,0,1,,40.58739771,-74.16306015,5132299,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24
Outdoor,41678253,OCEAN TERRACE OWNERS INC.,2650,OCEAN PARKWAY,BK,11235,8/11/2021,2021,Routine Inspection,1,0,0,1,,40.58545858,-73.96643847,3196066,Gravesend,BK26
Outdoor,50050094,VARUNA BOAT CLUB,2806,EMMONS AVENUE,BK,11235,8/11/2021,2021,Routine Inspection,1,0,0,1,,40.58382314,-73.94053974,3248024,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17
Outdoor,41589456,A BUILDING CONDOMINIUM,425,EAST 13 STREET,MA,10009,8/12/2021,2021,Routine Inspection,1,0,0,1,,40.73035624,-73.98235274,1087654,East Village,MN22
Outdoor,41451513,BAYROCK/SAPIR ORG LLC,246,SPRING STREET,MA,10013,8/12/2021,2021,Routine Inspection,1,0,0,1,,40.72560903,-74.00525303,1088431,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Outdoor,41664972,EQUINOX HUDSON STREET INC,421,HUDSON STREET,MA,10014,8/12/2021,2021,Routine Inspection,1,0,0,1,,40.73005547,-74.00689146,1067116,West Village,MN23
Outdoor,50010224,SHALOM DAY CARE INC,60,WEST END AVENUE,BK,11235,8/12/2021,2021,Routine Inspection,1,0,0,1,,40.58017858,-73.95352806,3326901,Brighton Beach,BK19
Outdoor,40426348,NYCP&R / P.S. 186 PLAYGROUND,0,LITTLE NECK PKWY & 72 AVENUE,QU,11362,8/13/2021,2021,Routine Inspection,1,0,0,1,,40.749999,-73.72160572,,,
Outdoor,41509641,THE TIDES AT CHARLESTON HOME OWNERS ASSOCIATION,15,TIDES LANE,SI,10309,8/13/2021,2021,Routine Inspection,1,0,0,1,,40.52903193,-74.23969243,5155401,Charleston-Richmond Valley-Tottenville,SI11
Outdoor,40425974,BRIAR HILL COUNTRY CLUB INC,600,WEST 246 STREET,BX,10471,8/13/2021,2021,Routine Inspection,1,0,0,1,,40.89260827,-73.91020561,2091924,North Riverdale-Fieldston-Riverdale,BX22
Outdoor,40426376,SEA BREEZE PLAZA CONDOMINIUM,3111,OCEAN PARKWAY,BK,11235,8/13/2021,2021,Routine Inspection,1,0,0,1,,40.57537489,-73.96879057,3254894,Brighton Beach,BK19
Outdoor,40426183,KINGSWALK HOMEOWNERS ASSOC INC,171,RUSSEK DRIVE,SI,10312,8/14/2021,2021,Routine Inspection,1,1,0,0,01750-21S0,40.54790339,-74.19913277,5121692,Arden Heights,SI48
Outdoor,40764292,WEST SIDE TENNIS CLUB,69-50,BURNS STREET,QU,11375,8/16/2021,2021,Routine Inspection,1,0,0,1,,40.72042786,-73.84799863,4437648,Forest Hills,QN17
Outdoor,40426239,LEHAVRE OWNERS CORP,168-68,9 AVENUE,QU,11357,8/16/2021,2021,Routine Inspection,1,0,0,1,,40.79282004,-73.79603276,4312165,Whitestone,QN49
Outdoor,40426068,THE CRYDER HOUSE INC,166-25,POWELLS COVE BOULEVARD,QU,11357,8/16/2021,2021,Routine Inspection,1,0,0,1,,40.79394469,-73.79718861,4103995,Whitestone,QN49
Outdoor,40426007,3777 INDEPENDENCE CORP,3777,INDEPENDENCE AVENUE,BX,10463,8/18/2021,2021,Routine Inspection,1,0,0,1,,40.88889409,-73.91303532,2085871,North Riverdale-Fieldston-Riverdale,BX22
Outdoor,50048342,CRESCENT CLUB LLC,41-17,CRESCENT STREET,QU,11101,8/19/2021,2021,Routine Inspection,1,0,0,1,,40.75188524,-73.9394002,4540104,Queensbridge-Ravenswood-Long Island City,QN68
Outdoor,41432237,THE WINDSOR APARTMENTS INC,4705,HENRY HUDSON PARKWAY,BX,10471,8/19/2021,2021,Routine Inspection,1,1,0,0,02031-S0,40.89554093,-73.90837499,2085820,North Riverdale-Fieldston-Riverdale,BX22
Outdoor,40637422,MANHEM BEACH CLUB INC,658,CLARENCE AVENUE,BX,10465,8/21/2021,2021,Routine Inspection,1,0,0,1,,40.82869746,-73.81428239,2097560,Schuylerville-Throgs Neck-Edgewater Park,BX52
Outdoor,40426105,DONALD-BETTY LENTNEK/GRECIAN GARDEN,3030,EMMONS AVENUE,BK,11235,8/21/2021,2021,Re-Inspection,1,1,0,0,,40.58391231,-73.93788633,3248031,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17
Outdoor,40426268,THE IMPERIAL TOWERS CONDOMINIUM,55,AUSTIN PLACE,SI,10304,8/23/2021,2021,Routine Inspection,1,0,0,1,,40.63129945,-74.08583871,5112220,Grymes Hill-Clifton-Fox Hills,SI08
Outdoor,40426355,NYCP&R / KOSCIUSKO,0,KOSCIUSKO STREET & MARCY AVENUE,BK,11216,8/24/2021,2021,Routine Inspection,1,0,1,0,,40.69139772,-73.9484271,,,
Outdoor,41664736,1280 FIFTH CONDOMINUM,1280,5 AVENUE,MA,10029,8/25/2021,2021,Routine Inspection,1,0,0,1,,40.79629758,-73.94961323,1089046,East Harlem South,MN33
Outdoor,40611006,DOLPHIN SPORTS SCHOOL INC,2114,BROWN STREET,BK,11229,8/25/2021,2021,Routine Inspection,1,0,1,0,,40.6001186,-73.93988058,3200302,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17
Outdoor,40426269,ASSOCIATED YM-YWHA'S OF GREATER NY,212-00,23 AVENUE,QU,11360,8/25/2021,2021,Routine Inspection,1,0,0,1,,40.78143995,-73.77810714,4132408,Ft. Totten-Bay Terrace-Clearview,QN47
Outdoor,50053013,BAY TERRACE COOPERATIVE SECTION XII INC,212-30,23 AVENUE,QU,11360,8/25/2021,2021,Routine Inspection,1,0,0,1,,40.78184523,-73.77761831,4443745,Ft. Totten-Bay Terrace-Clearview,QN47
Outdoor,40639747,OAK PARK AT DOUGLASTON UNIT OWNERS ASSOCIATION INC,239-12,OAK PARK DRIVE,QU,11362,8/25/2021,2021,Routine Inspection,1,0,1,0,02476-21S0,40.74658261,-73.73470992,4518533,Douglas Manor-Douglaston-Little Neck,QN45
Outdoor,40426267,CHATEAU VILLA CORP,400,MARYLAND AVENUE,SI,10305,8/26/2021,2021,Routine Inspection,1,0,0,1,,40.60916557,-74.07392868,5127032,Stapleton-Rosebank,SI37
Outdoor,40426214,1170 OCEAN PARKWAY OWNERS CORP,1170,OCEAN PARKWAY,BK,11230,8/26/2021,2021,Routine Inspection,1,0,0,1,,40.62011791,-73.96971332,3131068,Ocean Parkway South,BK46
Indoor,40425408,EAST MIDWOOD JEWISH CENTER INC,1625,OCEAN AVENUE,BK,11236,8/29/2021,2021,Routine Inspection,1,0,1,0,02499-21S0,40.62233389,-73.9557428,3208316,Midwood,BK43
Outdoor,41254703,HKAL 34 STREET LIMITED PARTNERSHIP,300,EAST 34 STREET,MA,10016,8/30/2021,2021,Routine Inspection,1,0,0,1,,40.74472388,-73.97578796,1078843,Murray Hill-Kips Bay,MN20
Outdoor,41038235,SOHO HOUSE NY 29-35 NINTH AVENUE NEW YORK,29-35,9 AVENUE,MA,10014,8/31/2021,2021,Routine Inspection,1,0,1,0,,40.74036212,-74.0057991,1012238,West Village,MN23
Outdoor,41365728,SPA CASTLE INC,11-Nov,131 STREET,QU,11356,9/2/2021,2021,Routine Inspection,1,1,0,0,03221-21S0,40.78749256,-73.83735071,4097283,Whitestone,QN49
Indoor,40425630,STARLIGHT CLUB INC,235,WEST 56 STREET,MA,10019,9/7/2021,2021,Routine Inspection,1,1,0,0,02843-21S0,40.76560446,-73.98232171,1070014,Midtown-Midtown South,MN17
Indoor,40425404,YOUNG MEN & YOUNG WOMEN HEBREW ASSOC,1395,LEXINGTON AVENUE,MA,10028,9/13/2021,2021,Routine Inspection,1,0,0,1,,40.78303088,-73.95298873,1048310,Upper East Side-Carnegie Hill,MN40
Indoor,50017527,EQUINOX SC UPPER EAST SIDE INC,330,EAST 61 STREET,MA,10065,9/14/2021,2021,Routine Inspection,1,0,0,1,,40.76129854,-73.9621369,1044200,Lenox Hill-Roosevelt Island,MN31
Indoor,41396712,CLUB FITNESS NY,31-11,BROADWAY,QU,11106,9/15/2021,2021,Routine Inspection,1,0,1,0,03142-21S0,40.76188975,-73.92520085,4008365,Astoria,QN70
Indoor,41419392,THE DOWNTOWN CONDOMINIUM,15,BROAD STREET,MA,10005,9/20/2021,2021,Routine Inspection,1,0,0,1,,40.70652425,-74.01102242,1078988,Battery Park City-Lower Manhattan,MN25
Indoor,50086626,565 BROOME SOHO CONDOMINIUM,565,BROOME STREET,MA,10013,9/20/2021,2021,Routine Inspection,1,1,0,0,03214-21S0,40.72436837,-74.00584822,1089738,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Outdoor,41365728,SPA CASTLE INC,11-Nov,131 STREET,QU,11356,9/21/2021,2021,Re-Inspection,1,1,0,0,03221-21S0,40.78749256,-73.83735071,4097283,Whitestone,QN49
Indoor,50019202,250 WEST STREET CONDOMINIUM,250,WEST STREET,MA,10013,9/22/2021,2021,Routine Inspection,1,0,0,1,,40.7216973,-74.01131716,1002814,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,40425514,KINGS BAY Y.M.-Y.W.H.A.,3495,NOSTRAND AVENUE,BK,11229,9/22/2021,2021,Routine Inspection,1,0,0,1,,40.59881021,-73.94157062,3200300,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17
Indoor,40425400,NEW YORK ATHLETIC CLUB INC,180,CENTRAL PARK SOUTH,MA,10019,9/23/2021,2021,Routine Inspection,1,0,0,1,,40.76671822,-73.97873659,1023750,Midtown-Midtown South,MN17
Indoor,40425496,TOWERS COUNTRY CLUB INC,272-86,GRAND CENTRAL PARKWAY,QU,11005,9/23/2021,2021,Routine Inspection,1,0,0,1,,40.75925224,-73.71293972,4456886,Glen Oaks-Floral Park-New Hyde Park,QN44
Indoor,40425779,NYCP&R / ROY WILKINS,0,119 STREET & MERRICK BOULEVARD,QU,11434,9/28/2021,2021,Routine Inspection,1,0,0,1,,40.6863281,-73.76840455,,,
Indoor,50058528,VNO 225 WEST 58TH STREET LLC,220,CENTRAL PARK SOUTH,MA,10019,9/29/2021,2021,Routine Inspection,1,0,0,1,,40.76715757,-73.979787,1090184,Midtown-Midtown South,MN17
Indoor,41332691,325 FIFTH AVENUE CONDOMINIUM,325,5 AVENUE,MA,10016,10/5/2021,2021,Routine Inspection,1,1,0,0,03433-21S0,40.74742085,-73.98528235,1087309,Midtown-Midtown South,MN17
Indoor,40941108,YMCA OF GREATER NEW YORK,125,WEST 14 STREET,MA,10011,10/5/2021,2021,Routine Inspection,1,0,0,1,,40.73774374,-73.99774829,1086581,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Indoor,50089776,443 GREENWICH STREET,443,GREENWICH STREET,MA,10013,10/6/2021,2021,Routine Inspection,1,1,0,0,03476-21S0,40.72287496,-74.00962535,1002856,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,40960621,YMCA OF GREATER NEW YORK,2,CASTLE HILL AVENUE,BX,10473,10/7/2021,2021,Routine Inspection,1,1,0,0,,40.81177403,-73.84633335,2020591,Soundview-Castle Hill-Clason Point-Harding Park,BX09
Indoor,40425415,VARIETY BOYS & GIRLS CLUB OF QUEENS INC,21-12,30 ROAD,QU,11102,10/14/2021,2021,Routine Inspection,1,0,0,1,,40.76894848,-73.92826879,4006319,Old Astoria,QN71
Indoor,41203659,ORION CONDOMINIUM,350,WEST 42 STREET,MA,10036,10/14/2021,2021,Routine Inspection,1,0,0,1,,40.75782684,-73.9912395,1087264,Clinton,MN15
Indoor,40425674,STRAND CONDOMINIUM ASSOC,500,WEST 43 STREET,MA,10036,10/14/2021,2021,Routine Inspection,1,0,0,1,,40.76033304,-73.99509437,1076215,Clinton,MN15
Indoor,41401067,THE HIGHPOINT CONDOMINIUM,250,EAST 40 STREET,MA,10016,10/18/2021,2021,Routine Inspection,1,0,0,1,,40.74865661,-73.97345865,1076162,Turtle Bay-East Midtown,MN19
Indoor,40425800,LA RIVE CONDOMINIUM MIDBORO MGT. INC,2521-23,PALISADE AVENUE,BX,10463,10/18/2021,2021,Routine Inspection,1,0,0,1,,40.8810534,-73.92206472,2087530,Spuyten Duyvil-Kingsbridge,BX29
Indoor,40425780,NYCP&R / ASSER LEVY POOL,0,EAST 23 STREET & ASSER LEVY PLACE,MA,10010,10/19/2021,2021,Routine Inspection,1,0,0,1,,40.7361301,-73.97615915,,,
Indoor,40690302,TRUMP INTERNATIONAL HOTEL & TOWER,1,CENTRAL PARK WEST,MA,10023,10/19/2021,2021,Routine Inspection,1,0,0,1,,40.76852202,-73.98158806,1027191,Lincoln Square,MN14
Indoor,40425823,THE FOREST HILLS JEWISH CENTER,106-06,QUEENS BOULEVARD,QU,11375,10/19/2021,2021,Routine Inspection,1,0,0,1,,40.72211227,-73.84733457,4077479,Forest Hills,QN17
Indoor,40425650,ZWIN VANDERBILT ASSOCIATES,235,EAST 40 STREET,MA,10016,10/20/2021,2021,Routine Inspection,1,0,0,1,,40.74885708,-73.97389167,1037178,Turtle Bay-East Midtown,MN19
Indoor,41407423,220 RIVERSIDE BLVD AT TRUMP PLACE CONDOMINIUM,220,RIVERSIDE BOULEVARD,MA,10069,10/20/2021,2021,Routine Inspection,1,0,0,1,,40.77968303,-73.98788218,1086065,Lincoln Square,MN14
Indoor,50074899,90 LEXINGTON AVENUE CONDOMINIUM,90,LEXINGTON AVENUE,MA,10016,10/21/2021,2021,Routine Inspection,1,0,0,1,,40.74174164,-73.9831292,1018153,Gramercy,MN21
Indoor,40425470,BRONX HOUSE INC,990,PELHAM PARKWAY SOUTH,BX,10461,10/21/2021,2021,Routine Inspection,1,0,1,0,03725-21S0,40.85679746,-73.86035272,2088568,Pelham Parkway,BX49
Indoor,40425790,NYCP&R / METROPOLITAN,261,BEDFORD AVENUE,BK,11211,10/21/2021,2021,Routine Inspection,1,0,1,0,,40.71503781,-73.96070234,3062457,North Side-South Side,BK73
Indoor,40425541,GRACIE MEWS POOL AND HEALTH CLUB INC,401,EAST 80 STREET,MA,10021,10/25/2021,2021,Routine Inspection,1,0,0,1,,40.77299021,-73.9521149,1050360,Yorkville,MN32
Indoor,50080088,UNKNOWN BATHS LLC,103,NORTH 10 STREET,BK,11249,10/25/2021,2021,Routine Inspection,1,0,0,1,,40.72065532,-73.95780212,3329929,North Side-South Side,BK73
Indoor,50006790,WEST 62ND STREET DEVELOPMENT LLC,160,WEST 62 STREET,MA,10023,10/27/2021,2021,Routine Inspection,1,0,0,1,,40.77177506,-73.98505311,1089447,Lincoln Square,MN14
Indoor,41733136,POLY PREP COUNTRY DAY SCHOOL,9216,7 AVENUE,BK,11228,10/27/2021,2021,Routine Inspection,1,0,0,1,,40.61231054,-74.02373162,3336349,Dyker Heights,BK30
Indoor,40425817,Y.M.C.A. OF NEW YORK M/ HARLEM YMCA,180,WEST 135 STREET,MA,10030,10/27/2021,2021,Routine Inspection,1,0,0,1,,40.81510711,-73.94326222,1058250,Central Harlem North-Polo Grounds,MN03
Indoor,50012064,4212 28ST LLC,4212,28 STREET,QU,11101,10/28/2021,2021,Routine Inspection,1,0,0,1,,40.74962069,-73.9391749,4617820,Hunters Point-Sunnyside-West Maspeth,QN31
Indoor,50110598,THE WOOLWORTH TOWER RESIDENCES,2,PARK PLACE,MA,10007,11/1/2021,2021,Routine Inspection,1,0,0,1,,40.71262613,-74.00791047,1087167,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,40615420,WAGNER COLLEGE,631,HOWARD AVENUE,SI,10301,11/1/2021,2021,Routine Inspection,1,0,0,1,,40.61612981,-74.09524893,5147163,Grymes Hill-Clifton-Fox Hills,SI08
Indoor,40895320,BARUCH ACADEMIC COMPLEX,55,LEXINGTON AVENUE,MA,10010,11/1/2021,2021,Routine Inspection,1,0,0,1,,40.74058895,-73.98393783,1086514,Gramercy,MN21
Indoor,40425685,BAY BRIDGE CONDOMINIUMS,13-34,ESTATES LANE,QU,11360,11/1/2021,2021,Routine Inspection,1,0,0,1,,40.78709461,-73.78703679,4130109,Ft. Totten-Bay Terrace-Clearview,QN47
Indoor,41577793,EDGE 11211 CONDOMINIUM,22,NORTH 6 STREET,BK,11211,11/3/2021,2021,Routine Inspection,1,0,0,1,,40.72006967,-73.96281338,3397446,North Side-South Side,BK73
Indoor,41584025,10 WEST END AVENUE CONDOMINIUM,10,WEST END AVENUE,MA,10023,11/4/2021,2021,Routine Inspection,1,0,1,0,03998-21S0,40.7719156,-73.9902159,1087651,Lincoln Square,MN14
Indoor,41038239,LONG ISLAND UNIVERSITY,161,ASHLAND PLACE,BK,11201,11/8/2021,2021,Routine Inspection,1,1,0,0,04084-21S0,40.69092702,-73.97880413,3394444,Fort Greene,BK68
Indoor,40943427,NYC BD OF ED/FT. HAMILTON H.S.,8301,SHORE ROAD,BK,11209,11/8/2021,2021,Routine Inspection,1,0,1,0,,40.62789091,-74.03998467,3152318,Bay Ridge,BK31
Indoor,40425786,NYCP&R / WEST 59 STREET,533,WEST 59 STREET,MA,10019,11/10/2021,2021,Routine Inspection,1,0,0,1,,40.77086971,-73.98868528,1086545,Lincoln Square,MN14
Indoor,40425724,NYC BD OF ED/GEORGE WASHINGTON H.S.,549,AUDUBON AVENUE,MA,10040,11/10/2021,2021,Routine Inspection,1,0,1,0,,40.85584913,-73.92711914,1076751,Washington Heights North,MN35
Indoor,40425735,THE MONARCH CONDOMINIUM ASSOCIATION,200,EAST 89 STREET,MA,10028,11/16/2021,2021,Routine Inspection,1,0,0,1,,40.78059872,-73.95224301,1073221,Yorkville,MN32
Indoor,40425493,HOTEL DES ARTISTES INC,1,WEST 67 STREET,MA,10023,11/16/2021,2021,Routine Inspection,1,0,0,1,,40.77321231,-73.97870202,1028242,Lincoln Square,MN14
Indoor,41735863,95 BEDFORD LLC,101,BEDFORD AVENUE,BK,11211,11/16/2021,2021,Routine Inspection,1,0,0,1,,40.72029197,-73.95506782,3251727,North Side-South Side,BK73
Indoor,41580628,LONDON TERRACE TOWERS OWNERS INC,405-465,WEST 23 STREET,MA,10011,11/17/2021,2021,Routine Inspection,1,0,0,1,,40.74670539,-74.00182615,1077236,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Indoor,50034268,28TH HIGHLINE ASSOCIATE,520,WEST 28 STREET,MA,10001,11/17/2021,2021,Routine Inspection,1,0,0,1,,40.7513001,-74.00303899,1089968,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Indoor,50075320,"EQUINOX 55 WASHINGTON, INC.",117,FRONT STREET,BK,11201,11/18/2021,2021,Routine Inspection,1,0,1,0,04347-21S0,40.70249765,-73.98876906,3000088,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38
Indoor,40883234,EQUINOX 43RD STREET INC,521,5 AVENUE,MA,10175,11/22/2021,2021,Routine Inspection,1,0,0,1,,40.75407059,-73.97993536,1035355,Midtown-Midtown South,MN17
Indoor,40905285,EUN SUNG INC. DBA SILVER STAR SPA,6,WEST 48 STREET,MA,10036,11/22/2021,2021,Routine Inspection,1,0,0,1,,40.75741893,-73.97846525,1034487,Midtown-Midtown South,MN17
Indoor,41438950,CRUNCH LLC.,144,WEST 38 STREET,MA,10018,11/23/2021,2021,Routine Inspection,1,0,1,0,04461-21S0,40.7530726,-73.98777154,1015263,Midtown-Midtown South,MN17
Indoor,50052443,61 ST & PARK AVENUE CORPORATION,540,PARK AVENUE,MA,10065,11/23/2021,2021,Routine Inspection,1,0,0,1,,40.76430056,-73.96879556,1040855,Upper East Side-Carnegie Hill,MN40
Indoor,40425465,COLUMBIA GRAMMAR & PREP SCHOOL,5,WEST 93 STREET,MA,10025,11/23/2021,2021,Routine Inspection,1,1,0,0,,40.78994967,-73.9665914,1031644,Upper West Side,MN12
Indoor,41252372,NY MIDTOWN CORP,5,WEST 37 STREET,MA,10018,11/24/2021,2021,Routine Inspection,1,1,0,0,04486-21S0,40.75058535,-73.98374413,1080734,Midtown-Midtown South,MN17
Indoor,50051150,56TH AND PARK (NY) OWNER LLC,432,PARK AVENUE,MA,10022,11/24/2021,2021,Routine Inspection,1,0,0,1,,40.76103492,-73.97117593,1088817,Midtown-Midtown South,MN17
Indoor,50091165,520 PARK AVENUE CONDOMINIUM,520,PARK AVENUE,MA,10065,11/24/2021,2021,Routine Inspection,1,0,1,0,04485-21S0,40.76393584,-73.97004115,1090526,Upper East Side-Carnegie Hill,MN40
Indoor,40995683,HARRIS G JOSEPH INC,80,MADISON AVENUE,MA,10016,11/29/2021,2021,Routine Inspection,1,0,0,1,,40.74409699,-73.98563676,1016899,Midtown-Midtown South,MN17
